2,35,146,pink-n95-mask.png,500,500
3,35,196,pink-n95-mask.png,500,500
4,40,243,pink-n95-mask.png,500,500
5,51,295,pink-n95-mask.png,500,500
6,73,345,pink-n95-mask.png,500,500
7,117,383,pink-n95-mask.png,500,500
8,179,409,pink-n95-mask.png,500,500
9,248,425,pink-n95-mask.png,500,500
1,308,409,pink-n95-mask.png,500,500
11,364,386,pink-n95-mask.png,500,500
12,427,354,pink-n95-mask.png,500,500
13,455,296,pink-n95-mask.png,500,500
14,465,241,pink-n95-mask.png,500,500
15,467,193,pink-n95-mask.png,500,500
16,464,143,pink-n95-mask.png,500,500
30,255,72,pink-n95-mask.png,500,500
