2,2,29,green-mask.png,212,185
3,4,53,green-mask.png,212,185
4,7,77,green-mask.png,212,185
5,10,106,green-mask.png,212,185
6,25,128,green-mask.png,212,185
7,45,153,green-mask.png,212,185
8,69,170,green-mask.png,212,185
9,107,184,green-mask.png,212,185
10,146,170,green-mask.png,212,185
11,169,154,green-mask.png,212,185
12,191,129,green-mask.png,212,185
13,204,106,green-mask.png,212,185
14,209,76,green-mask.png,212,185
15,210,53,green-mask.png,212,185
16,211,30,green-mask.png,212,185
30,106,3,green-mask.png,212,185
